iteration,preprocess_ms,inference_ms,postprocess_ms,detector_total_ms,detection_count
0,4.1120000096270815,15.180100002908148,0.18379998800810426,19.475900000543334,2
1,4.184299992630258,13.187400007154793,0.18789999012369663,17.559599989908747,2
2,4.318700011936016,13.782499998342246,0.18679999629966915,18.28800000657793,2
3,4.789600003277883,20.377900000312366,0.27209999097976834,25.439599994570017,2
4,5.113299994263798,13.81960000435356,0.1880000054370612,19.12090000405442,2
5,4.455599992070347,13.54110000829678,0.18899999849963933,18.185699998866767,2
6,4.447700004675426,13.673199995537288,0.28480000037234277,18.405700000585057,2
7,4.295899998396635,13.011399991228245,0.18699999782256782,17.494299987447448,2
8,5.952499996055849,15.440599992871284,0.18730000010691583,21.58039998903405,2
9,4.147100000409409,19.25949999713339,0.2801999944495037,23.686799991992302,2
10,4.91520001378376,14.119499988737516,0.18899999849963933,19.223700001020916,2
11,4.259900000761263,13.095000002067536,0.18649999401532114,17.54139999684412,2
12,4.25369999720715,13.932300003943965,0.19219999376218766,18.378199994913302,2
13,4.123799997614697,13.062300000456162,0.19010000687558204,17.37620000494644,2
14,4.245399992214516,13.372800007346086,0.19279999833088368,17.810999997891486,2
15,6.050399999367073,14.07900000049267,0.18479999562259763,20.31419999548234,2
16,4.179100011242554,16.043099996750243,0.2761999930953607,20.498400001088157,2
17,4.2465000005904585,18.551999994087964,0.18730000010691583,22.98579999478534,2
18,5.9637000085785985,14.890899998135865,0.18829999316949397,21.042899999883957,2
19,4.145600003539585,13.524399997550063,0.1795999996829778,17.849600000772625,2
20,4.057799989823252,15.811899997061118,0.1779000012902543,20.047599988174625,2
21,4.155599992373027,15.033500007120892,0.18180000188294798,19.370900001376867,2
22,4.073999996762723,15.129199993680231,0.1770000089891255,19.38019999943208,2
23,4.2458999960217625,19.530200006556697,0.17780000052880496,23.953900003107265,2
24,4.482099990127608,16.067000004113652,0.17699999443721026,20.72609998867847,2
25,3.998499989393167,18.783400009851903,0.27409999165683985,23.05599999090191,2
26,5.348699996829964,18.988900003023446,0.27540000155568123,24.61300000140909,2
27,5.913800006965175,13.836699989042245,0.1776000135578215,19.92810000956524,2
28,5.829599991557188,18.67330000095535,0.1812000118661672,24.684100004378706,2
29,4.633100004866719,14.787599997362122,0.17949999892152846,19.60020000115037,2
30,5.936599991400726,18.638699999428354,0.18230000569019467,24.757599996519275,2
31,4.573600002913736,18.693100006203167,0.18099999579135329,23.447700004908256,2
32,5.590500004473142,18.8209000043571,0.18339999951422215,24.594800008344464,2
33,4.981699996278621,18.590799998492002,0.18050000653602183,23.753000001306646,2
34,4.3615999893518165,19.33880000433419,0.3029999934369698,24.003399987122975,2
35,6.09979999717325,19.372299997485243,0.1812999980757013,25.653399992734194,2
36,5.924999990384094,20.265900006052107,0.27469999622553587,26.465599992661737,2
37,6.101499995565973,20.445700007257983,0.2756000030785799,26.822800005902536,2
38,6.107599998358637,13.154900007066317,0.18239999189972878,19.444899997324683,2
39,5.252200004179031,15.085199993336573,0.17830000433605164,20.515700001851656,2
40,5.921400006627664,20.334200002253056,0.28079999901819974,26.53640000789892,2
41,6.043000001227483,20.06260000052862,0.27740000223275274,26.383000003988855,2
42,4.66039999446366,13.75150000967551,0.18789999012369663,18.599799994262867,2
43,5.730700009735301,18.559299991466105,0.18470000941306353,24.47470001061447,2
44,4.432400004588999,18.869199993787333,0.27540000155568123,23.576999999932013,2
45,4.916299993055873,17.576700003701262,0.1790999958757311,22.672099992632866,2
46,4.108000008272938,18.561399992904626,0.18220000492874533,22.85160000610631,2
47,5.071000006864779,20.049699989613146,0.17880000814329833,25.299500004621223,2
48,4.060200008098036,18.554299997049384,0.18370000179857016,22.79820000694599,2
49,4.705500003183261,19.381999998586252,0.275699989288114,24.363199991057627,2
50,6.0384999960660934,20.5504000041401,0.27550000231713057,26.864400002523325,2
51,5.99819999479223,20.136299994192086,0.2767000114545226,26.41120000043884,2
52,6.067700000130571,18.51389999501407,0.18260000797454268,24.764200003119186,2
53,4.270599994924851,18.65870000619907,0.21220000053290278,23.141500001656823,2
54,5.987299999105744,19.828100004815497,0.2795000036712736,26.094900007592514,2
55,5.615699992631562,18.711099997744896,0.1841000048443675,24.510899995220825,2
56,4.641700012143701,18.740699990303256,0.18110001110471785,23.563500013551675,2
57,4.549399993265979,18.586500009405427,0.2767999976640567,23.412700000335462,2
58,5.81830000737682,19.786499993642792,0.3203000087523833,25.925100009771995,2
59,5.899299998418428,19.934600000851788,0.28079999901819974,26.114699998288415,2
60,5.831299989949912,18.5541000100784,0.18069999350700527,24.566099993535317,2
61,6.018900006893091,14.748799992958084,0.1863000070443377,20.954000006895512,2
62,5.895099995541386,20.192199997836724,0.2851000026566908,26.3723999960348,2
63,6.046299997251481,20.804699990549125,0.2744000084931031,27.12539999629371,2
64,5.378100002417341,19.62190000631381,0.18089999502990395,25.180900003761053,2
65,4.354000004241243,18.68839999951888,0.1816000003600493,23.22400000412017,2
66,4.207999998470768,19.29589999781456,0.19279999833088368,23.69669999461621,2
67,6.125699990661815,18.05360001162626,0.17929999739862978,24.358599999686703,2
68,4.0283999987877905,16.028699988964945,0.179300011950545,20.23639999970328,2
69,4.3594000017037615,12.83819999662228,0.18099999579135329,17.378599994117394,2
70,4.927799993311055,18.842700010281987,0.27189998945686966,24.042399993049912,2
71,6.055399993783794,20.143500005360693,0.28639999800361693,26.485299997148104,2
72,5.955400003585964,20.00999999290798,0.27770000451710075,26.243100001011044,2
73,5.1521999994292855,16.081599998869933,0.18259999342262745,21.416399991721846,2
74,4.129799999645911,17.15420000255108,0.27489999774843454,21.558899999945424,2
75,6.055600009858608,20.492399999056943,0.18109999655280262,26.729100005468354,2
76,4.499799993936904,18.745000008493662,0.18570000247564167,23.430500004906207,2
77,4.738200004794635,12.585799995576963,0.17670000670477748,17.500700007076375,2
78,4.093199997441843,12.79150000482332,0.18479999562259763,17.06949999788776,2
79,5.93079999089241,19.891600008122623,0.27299999783281237,26.095399996847846,2
80,6.013499994878657,19.838299995171838,0.27090001094620675,26.1227000009967,2
81,5.8283999969717115,14.93020000634715,0.182100004167296,20.940700007486157,2
82,5.108099998324178,12.598800007253885,0.18269999418407679,17.88959999976214,2
83,5.825599990203045,20.039700000779703,0.269199998001568,26.134499988984317,2
84,5.912599997827783,18.68599999579601,0.18280000949744135,24.781400003121234,2
85,4.514300002483651,19.083200008026324,0.2739999908953905,23.871500001405366,2
86,4.4750999950338155,12.847299993154593,0.17720001051202416,17.499599998700432,2
87,4.177100010565482,16.82720000098925,0.17939999816007912,21.183700009714812,2
88,6.064300003345124,19.73569999972824,0.28480000037234277,26.084800003445707,2
89,6.135000003268942,19.892399999662302,0.27549998776521534,26.30289999069646,2
