path,bytes,mtime_ns,kind,sha256
checkpoints/checkpoints_1bit/qat_1bit_epoch_27.pth,93946875,1777887484186639900,.pth,a63fa58d6bf7d341fb3a07d79a02a884ad8688b70319c7792579c4b0e8f1f01b
checkpoints/checkpoints_1bit/qat_1bit_epoch_28.pth,93946875,1777890456551594100,.pth,08fb6d17239b5c488dcc8184f6b0ea6223ad33fae1bf78452cd410c1e95cd21e
checkpoints/checkpoints_1bit/qat_1bit_epoch_29.pth,93946875,1777893431566490600,.pth,6009617a66c5587581f63fc5e35ca1dc0014a9066b16a5be001bab600f47c715
checkpoints/checkpoints_1bit/qat_1bit_epoch_3.pth,93944501,1777795632403744200,.pth,d9851863028836722eb76f7ac3d80835c93fb42d43d2a6ff133cae7c70f11107
checkpoints/checkpoints_1bit/qat_1bit_epoch_30.pth,93946875,1777896404216226000,.pth,b20ee5a46ae6bd1b3dfd56f697571c7d75d8aef12039d341f9ed0f3d17a73e5a
checkpoints/checkpoints_1bit/qat_1bit_epoch_4.pth,93944501,1777798502801079500,.pth,79b7ebc6805543a527d55f30621f3aa919823530b2896dd22da41c67b8592a82
checkpoints/checkpoints_1bit/qat_1bit_epoch_5.pth,93944501,1777801364597039400,.pth,9535625c3a0daa78029e432c42d3115446298c46ef53a2dc88aba0adb81868b6
checkpoints/checkpoints_1bit/qat_1bit_epoch_6.pth,93944501,1777804226321927100,.pth,193407702e9de34f0f9de1089b4ff7ff6de9fb5778dcde25b08fe09bb879459c
checkpoints/checkpoints_1bit/qat_1bit_epoch_7.pth,93944501,1777807088760233700,.pth,493e63b39b4138058c56c2aeef4e69af47ac24437ceb4cd43bb4e15d0237f5b8
checkpoints/checkpoints_1bit/qat_1bit_epoch_8.pth,93944501,1777809948145217900,.pth,b0fdfad716fc7dc10002edca0b6d75b585a7d4f70193cdd39ebbba9a67c0fbf9
