iteration,prepare_ms,inference_ms
0,9.15499997138977,55.75499987602234
1,9.059999942779541,54.87999987602234
2,9.710000038146973,55.15499997138977
3,8.960000038146973,54.329999923706055
4,9.150000095367432,57.0699999332428
5,10.180000066757202,53.75999999046326
6,8.914999961853027,53.41499996185303
7,9.18500018119812,52.83500003814697
8,9.71999979019165,52.90500020980835
9,9.014999866485596,53.6800000667572
10,8.990000009536743,54.13499999046326
11,9.515000104904175,53.5550000667572
12,9.15999984741211,54.830000162124634
13,9.15499997138977,53.55999994277954
14,9.75,53.609999895095825
15,9.105000019073486,54.200000047683716
16,8.910000085830688,55.37999987602234
17,10.134999990463257,54.44500017166138
18,8.995000123977661,54.74499988555908
19,9.22000002861023,54.984999895095825
20,10.200000047683716,55.1949999332428
21,9.015000104904175,53.22499990463257
22,8.930000066757202,54.43499994277954
23,10.045000076293945,53.74000000953674
24,8.799999952316284,53.55000019073486
25,8.704999923706055,52.454999923706055
26,9.950000047683716,53.234999895095825
27,8.81000018119812,66.11500000953674
28,9.454999923706055,64.28999996185303
29,10.27999997138977,56.68499994277954
30,9.079999923706055,56.91499996185303
31,9.119999885559082,59.65500020980835
32,10.184999942779541,57.03999996185303
33,9.299999952316284,56.96500015258789
34,9.055000066757202,57.89999985694885
35,9.879999876022339,57.42500019073486
36,9.335000038146973,56.43499994277954
37,9.244999885559082,56.47000002861023
38,10.275000095367432,55.97000002861023
39,8.724999904632568,53.24000000953674
40,9.145000219345093,52.97999978065491
41,9.705000162124634,53.72000002861023
42,8.914999961853027,53.83999991416931
43,8.994999885559082,53.66499996185303
44,9.77999997138977,53.56000018119812
45,9.230000019073486,53.674999952316284
46,8.930000066757202,53.174999952316284
47,9.849999904632568,53.13000011444092
48,8.919999837875366,53.105000019073486
49,9.005000114440918,53.53999996185303
50,9.819999933242798,52.87000012397766
51,8.945000171661377,55.09499979019165
52,9.359999895095825,56.230000019073486
53,9.875,55.18500018119812
54,9.039999961853027,54.91499996185303
55,8.980000019073486,55.915000200271606
56,10.099999904632568,58.174999952316284
57,9.024999856948853,55.77500009536743
58,8.974999904632568,54.34000015258789
59,10.049999952316284,52.99500012397766
60,9.039999961853027,55.00999999046326
61,8.979999780654907,54.34000015258789
62,9.695000171661377,53.00499987602234
63,8.924999952316284,52.97000002861023
64,8.889999866485596,53.35000014305115
65,9.865000009536743,55.38499999046326
66,8.924999952316284,55.265000104904175
67,9.070000171661377,53.980000019073486
68,9.419999837875366,53.450000047683716
69,9.045000076293945,53.93499994277954
70,9.079999923706055,54.269999980926514
71,9.735000133514404,53.11500000953674
72,8.980000019073486,52.96499991416931
73,8.975000143051147,52.919999837875366
74,9.774999856948853,53.96000003814697
75,9.319999933242798,56.61500000953674
76,9.285000085830688,55.265000104904175
77,9.950000047683716,52.924999952316284
78,8.894999980926514,53.10000014305115
79,8.894999980926514,53.25
80,9.944999933242798,53.46000003814697
81,8.940000057220459,53.295000076293945
82,8.765000104904175,54.37999987602234
83,10.049999952316284,53.855000019073486
84,8.875,53.230000019073486
85,8.90499997138977,53.515000104904175
86,9.664999961853027,52.9300000667572
87,8.815000057220459,52.80999994277954
88,8.960000038146973,54.730000019073486
89,10.050000190734863,55.954999923706055
90,9.079999923706055,56.019999980926514
91,9.25,53.96499991416931
92,9.745000123977661,53.355000019073486
93,8.859999895095825,53.4449999332428
94,9.024999856948853,52.85000014305115
95,10.09500002861023,53.75500011444092
96,8.855000019073486,52.794999837875366
97,8.789999961853027,59.27500009536743
98,10.369999885559082,55.11500000953674
99,9.164999961853027,56.60000014305115
100,9.160000085830688,54.894999980926514
101,9.940000057220459,59.420000076293945
102,9.835000038146973,57.27999997138977
103,9.274999856948853,54.85000014305115
104,9.710000038146973,53.27499985694885
105,8.894999980926514,52.91499996185303
106,8.914999961853027,56.34500002861023
107,10.009999990463257,56.03500008583069
108,9.160000085830688,52.93499994277954
109,8.959999799728394,52.830000162124634
110,9.77999997138977,52.78999996185303
111,8.964999914169312,53.15000009536743
112,8.964999914169312,53.235000133514404
113,9.75,53.450000047683716
114,8.984999895095825,52.96000003814697
115,8.940000057220459,52.795000076293945
116,9.694999933242798,53.81500005722046
117,8.980000019073486,53.39999985694885
118,9.004999876022339,52.92500019073486
119,9.649999856948853,52.705000162124634
120,8.859999895095825,53.46000003814697
121,9.139999866485596,54.415000200271606
122,9.964999914169312,53.53999996185303
123,8.870000123977661,53.764999866485596
124,8.769999980926514,55.02499985694885
125,9.855000019073486,53.62000012397766
126,9.02999997138977,52.954999923706055
127,8.745000123977661,52.90999984741211
128,9.830000162124634,52.77499985694885
129,8.899999856948853,55.78500008583069
130,9.179999828338623,63.700000047683716
131,10.204999923706055,57.545000076293945
132,9.169999837875366,56.88000011444092
133,9.245000123977661,56.46499991416931
134,9.914999961853027,54.28499984741211
135,9.120000123977661,54.49499988555908
136,9.139999866485596,53.6800000667572
137,9.914999961853027,56.519999980926514
138,9.040000200271606,56.86999988555908
139,9.079999923706055,54.110000133514404
140,9.815000057220459,54.144999980926514
141,9.035000085830688,54.61500000953674
142,9,57.25999999046326
143,9.93500018119812,55.27499985694885
144,9.355000019073486,53.81499981880188
145,8.850000143051147,53.03499984741211
146,10.085000038146973,53.5550000667572
147,9.105000019073486,56.61999988555908
148,9.065000057220459,53.830000162124634
149,9.84500002861023,56.045000076293945
150,8.914999961853027,53.950000047683716
151,8.869999885559082,52.950000047683716
152,10.069999933242798,53.420000076293945
153,8.90500020980835,54.49499988555908
154,9.065000057220459,54.200000047683716
155,9.950000047683716,54.204999923706055
156,9.02999997138977,53.59000015258789
157,8.804999828338623,53.6800000667572
158,9.960000038146973,54.72999978065491
159,9.065000057220459,55.52500009536743
160,8.985000133514404,53.544999837875366
161,10.06000018119812,53.450000047683716
162,8.934999942779541,52.875
163,8.90499997138977,53.644999980926514
164,9.815000057220459,53.96500015258789
165,9.244999885559082,53.40000009536743
166,8.914999961853027,53.424999952316284
167,9.605000019073486,52.91499996185303
168,8.894999980926514,53.545000076293945
169,9.075000047683716,53.90999984741211
170,10.02999997138977,53.32000017166138
171,8.984999895095825,53.59000015258789
172,9.02999997138977,53.769999980926514
173,9.725000143051147,53.50999999046326
174,8.930000066757202,52.72000002861023
175,8.875,53.15999984741211
176,9.53000020980835,52.794999837875366
177,8.980000019073486,52.980000019073486
178,8.894999980926514,53.27999997138977
179,9.97000002861023,53.704999923706055
180,9.039999961853027,53.454999923706055
181,8.875,53.454999923706055
182,9.97000002861023,52.705000162124634
183,8.920000076293945,52.55999994277954
184,8.894999980926514,52.72499990463257
185,9.660000085830688,53.015000104904175
186,8.875,52.799999952316284
187,8.759999990463257,53.03500008583069
188,9.994999885559082,52.855000019073486
189,8.81000018119812,53.11999988555908
190,8.985000133514404,81.99000000953674
191,10.065000057220459,53.43499994277954
192,8.829999923706055,52.6949999332428
193,8.805000066757202,53
194,9.775000095367432,53.0699999332428
195,8.870000123977661,52.97499990463257
196,8.84500002861023,52.74499988555908
197,9.569999933242798,53.299999952316284
198,8.894999980926514,52.674999952316284
199,8.980000019073486,52.9449999332428
200,9.944999933242798,52.75500011444092
201,8.815000057220459,52.78499984741211
202,8.980000019073486,52.825000047683716
203,9.539999961853027,52.59500002861023
204,8.819999933242798,52.74000000953674
205,8.90499997138977,52.954999923706055
206,9.879999876022339,53.519999980926514
207,8.825000047683716,53.079999923706055
208,8.900000095367432,53.125
209,9.68999981880188,53.260000228881836
210,8.849999904632568,52.84000015258789
211,9.125,53.265000104904175
212,9.809999942779541,52.71000003814697
213,8.975000143051147,53.0550000667572
214,8.789999961853027,55.519999980926514
215,10.170000076293945,55.1800000667572
216,8.93500018119812,52.75999999046326
217,8.964999914169312,53
218,9.930000066757202,52.62999987602234
219,8.84500002861023,52.639999866485596
220,8.764999866485596,52.75500011444092
221,9.694999933242798,52.33500003814697
222,8.759999990463257,53.02999997138977
223,9.059999942779541,53.88000011444092
224,10.134999990463257,54.80999994277954
225,9.09500002861023,55.00499987602234
226,9.115000009536743,53.33500003814697
227,9.960000038146973,53.53999996185303
228,9.02999997138977,53.64999985694885
229,8.994999885559082,53.02500009536743
230,9.735000133514404,53.3199999332428
231,8.960000038146973,53.264999866485596
232,8.875,52.9449999332428
233,9.910000085830688,53.200000047683716
234,9.065000057220459,53.75500011444092
235,8.97000002861023,55.15000009536743
236,9.865000009536743,55.705000162124634
237,9.074999809265137,53.85000014305115
238,9,53.700000047683716
239,9.899999856948853,52.90000009536743
240,8.769999980926514,52.8050000667572
241,8.944999933242798,52.97500014305115
242,9.805000066757202,53.21999979019165
243,9.06000018119812,55.27999997138977
244,8.984999895095825,56.125
245,9.754999876022339,55.44500017166138
246,9.049999952316284,54.674999952316284
247,8.875,53.580000162124634
248,9.855000019073486,54.139999866485596
249,9.025000095367432,53.3199999332428
