iteration,preprocess_ms,inference_ms,postprocess_ms,detector_total_ms,detection_count
0,3,74.90000000596046,0,77.90000000596046,2
1,2.5,75.5,0,78,2
2,2.9000000059604645,75.5,0,78.40000000596046,2
3,2.3999999910593033,74.6000000089407,0,77,2
4,2.7000000029802322,74.29999999701977,0,77,2
5,3.3999999910593033,74.70000000298023,0,78.09999999403954,2
6,2.699999988079071,77.1000000089407,0,79.79999999701977,2
7,2.2999999970197678,73.90000000596046,0.09999999403953552,76.29999999701977,2
8,2.7999999970197678,75.1000000089407,0,77.90000000596046,2
9,3,76,0,79,2
10,3,74.8999999910593,0,77.8999999910593,2
11,2.5,75.5,0,78,2
12,3.2000000029802322,74.09999999403954,0,77.29999999701977,2
13,2.6000000089406967,75.5,0,78.1000000089407,2
14,2.2999999970197678,74.79999999701977,0,77.09999999403954,2
15,2.4000000059604645,74.79999999701977,0,77.20000000298023,2
16,2.4000000059604645,74.09999999403954,0,76.5,2
17,2.7999999970197678,73.90000000596046,0,76.70000000298023,2
18,2.2000000029802322,75.5,0,77.70000000298023,2
19,2.2999999970197678,74.09999999403954,0,76.3999999910593,2
20,2.4000000059604645,75.5,0,77.90000000596046,2
21,2.3999999910593033,75.70000000298023,0,78.09999999403954,2
22,2.4000000059604645,74.5,0,76.90000000596046,2
23,2.3999999910593033,73.80000001192093,0,76.20000000298023,2
24,2.5,74.8999999910593,0,77.3999999910593,2
25,2.7000000029802322,73.79999999701977,0,76.5,2
26,2.4000000059604645,75.79999999701977,0,78.20000000298023,2
27,2.4000000059604645,77.3999999910593,0,79.79999999701977,2
28,2.5,76.20000000298023,0,78.70000000298023,2
29,2.300000011920929,75.8999999910593,0,78.20000000298023,2
30,2.5,75.6000000089407,0,78.1000000089407,2
31,2.3999999910593033,74.40000000596046,0,76.79999999701977,2
32,2.5999999940395355,76.40000000596046,0,79,2
33,2.2999999970197678,74.29999999701977,0,76.59999999403954,2
34,2.2999999970197678,75.1000000089407,0,77.40000000596046,2
35,2.5,73.59999999403954,0,76.09999999403954,2
36,2.2999999970197678,74.70000000298023,0,77,2
37,2.4000000059604645,73.59999999403954,0,76,2
38,2.4000000059604645,73.20000000298023,0,75.6000000089407,2
39,2.699999988079071,74.30000001192093,0,77,2
40,2.2999999970197678,75,0,77.29999999701977,2
41,2.2999999970197678,74.70000000298023,0,77,2
42,2.2999999970197678,75.70000000298023,0,78,2
43,2.5,75,0,77.5,2
44,2.7999999970197678,75.1000000089407,0,77.90000000596046,2
45,2.3999999910593033,75.20000000298023,0,77.59999999403954,2
46,2.5,74,0,76.5,2
47,2.5,74.90000000596046,0,77.40000000596046,2
48,2.2999999970197678,75.29999999701977,0,77.59999999403954,2
49,2.5,74,0,76.5,2
