iteration,preprocess_ms,inference_ms,postprocess_ms,detector_total_ms,detection_count
0,2.7999999970197678,148.09999999403954,0,150.8999999910593,2
1,2.9000000059604645,146,0,148.90000000596046,2
2,2.7999999970197678,158.70000000298023,0,161.5,2
3,4.0999999940395355,176.20000000298023,0,180.29999999701977,2
4,2.5,151.29999999701977,0.10000000894069672,153.90000000596046,2
5,2.7000000029802322,159.19999998807907,0,161.8999999910593,2
6,2.800000011920929,142.29999999701977,0,145.1000000089407,2
7,3.2999999970197678,141.70000000298023,0,145,2
8,2.3999999910593033,143.20000000298023,0,145.59999999403954,2
9,2.2999999970197678,142.20000000298023,0,144.5,2
10,2.4000000059604645,143.29999999701977,0,145.70000000298023,2
11,2.5999999940395355,144.30000001192093,0,146.90000000596046,2
12,2.3999999910593033,143.90000000596046,0,146.29999999701977,2
13,2.5999999940395355,141,0,143.59999999403954,2
14,2.5,144.70000000298023,0,147.20000000298023,2
15,3.2999999970197678,142.70000000298023,0,146,2
16,2.4000000059604645,140.79999999701977,0,143.20000000298023,2
17,2.3999999910593033,141.70000000298023,0,144.09999999403954,2
18,2.6000000089406967,141.09999999403954,0,143.70000000298023,2
19,2.4000000059604645,141.29999999701977,0,143.70000000298023,2
20,2.3999999910593033,141.40000000596046,0,143.79999999701977,2
21,3,141.09999999403954,0,144.09999999403954,2
22,2.4000000059604645,143.40000000596046,0,145.80000001192093,2
23,2.3999999910593033,138,0,140.3999999910593,2
24,2.5,140,0,142.5,2
25,5.600000008940697,138.5,0,144.1000000089407,2
26,2.3999999910593033,138.40000000596046,0,140.79999999701977,2
27,2.3999999910593033,138.20000000298023,0,140.59999999403954,2
28,2.4000000059604645,138,0,140.40000000596046,2
29,2.8999999910593033,138.70000000298023,0,141.59999999403954,2
30,2.5,138.20000000298023,0,140.70000000298023,2
31,2.4000000059604645,138.09999999403954,0,140.5,2
32,2.4000000059604645,138.20000000298023,0,140.6000000089407,2
33,2.4000000059604645,137.8999999910593,0,140.29999999701977,2
34,6.899999991059303,138.5,0,145.3999999910593,2
35,2.6000000089406967,138,0,140.6000000089407,2
36,2.3999999910593033,138.30000001192093,0,140.70000000298023,2
37,2.2999999970197678,138.8999999910593,0,141.19999998807907,2
38,2.5,139,0,141.5,2
39,2.4000000059604645,138.90000000596046,0,141.30000001192093,2
40,2.5,138.59999999403954,0,141.09999999403954,2
41,2.4000000059604645,138.59999999403954,0,141,2
42,2.5,138.20000000298023,0,140.70000000298023,2
43,2.3999999910593033,139.1000000089407,0,141.5,2
44,5.399999991059303,138.40000000596046,0,143.79999999701977,2
45,2.4000000059604645,145.09999999403954,0,147.5,2
46,2.2999999970197678,138.5,0,140.79999999701977,2
47,2.5,138.40000000596046,0,140.90000000596046,2
48,2.3999999910593033,138.1000000089407,0,140.5,2
49,2.3999999910593033,139.20000000298023,0,141.59999999403954,2
