iteration,prepare_ms,inference_ms
0,6.859999984502792,25
1,7.120000004768372,23.680000007152557
2,6.699999988079071,24.58500000834465
3,7.129999995231628,27.775000005960464
4,7.030000001192093,25.134999990463257
5,7.165000021457672,25.75
6,7.234999984502792,27.030000001192093
7,6.810000002384186,25.134999990463257
8,6.665000021457672,25.849999994039536
9,6.800000011920929,26.509999990463257
10,7.08500000834465,27.2049999833107
11,7.310000002384186,26.51000002026558
12,6.875,24.69999998807907
13,6.765000015497208,25.174999982118607
14,6.6700000166893005,24.544999986886978
15,6.7950000166893005,23.974999994039536
16,6.66499999165535,23.040000021457672
17,9.799999982118607,23.830000013113022
18,6.8299999833106995,25.580000013113022
19,6.655000001192093,24.87000000476837
20,8.245000004768372,22.944999992847443
21,7.5250000059604645,23.365000009536743
22,7.149999976158142,23.83500000834465
23,7.0250000059604645,23.479999989271164
24,7.445000022649765,26.264999985694885
25,6.58500000834465,24.689999997615814
26,7.235000014305115,26.734999984502792
27,6.800000011920929,24.78499999642372
28,7.66499999165535,24.935000002384186
29,8.680000007152557,26.2049999833107
30,9.274999976158142,29.30000001192093
31,7.009999990463257,26.235000014305115
32,7.514999985694885,26.49500000476837
33,6.814999997615814,26.350000023841858
34,6.764999985694885,25.974999994039536
35,6.820000022649765,26.604999989271164
36,7,27.21000000834465
37,6.919999986886978,23.194999992847443
38,7.9000000059604645,22.844999998807907
39,7.0999999940395355,22.990000009536743
40,7.830000013113022,24.549999982118607
41,7.055000007152557,24.594999998807907
42,6.770000010728836,25.805000007152557
43,9.799999982118607,24.560000002384186
44,7.625,23.314999997615814
45,6.924999982118607,24.285000026226044
46,7.66499999165535,23.96500000357628
47,6.590000003576279,23.935000002384186
48,6.639999985694885,24.92500001192093
49,6.824999988079071,23.770000010728836
50,6.985000014305115,23.764999985694885
51,7.240000009536743,23.875
52,7.935000002384186,23.859999984502792
53,6.819999992847443,23.475000023841858
54,6.870000004768372,24.86999997496605
55,6.930000007152557,24.21500000357628
56,7.765000015497208,23.37999999523163
57,7.194999992847443,24.344999998807907
58,7.260000020265579,24.234999984502792
59,9.405000001192093,24.110000014305115
60,11.275000005960464,25.819999992847443
61,7.189999997615814,23.96500000357628
62,7.009999990463257,24.435000002384186
63,7.4000000059604645,23.770000010728836
64,7.4000000059604645,24.044999986886978
65,8.770000010728836,24.5
66,9.269999980926514,25.985000014305115
67,8.365000009536743,25.25499999523163
68,7.284999996423721,24.55000001192093
69,9.134999990463257,23.515000015497208
70,7.030000001192093,24.3299999833107
71,7.115000009536743,24.560000002384186
72,7.715000003576279,25.53999999165535
73,7.3499999940395355,23.92500001192093
74,6.735000014305115,23.859999984502792
75,6.844999998807907,24.49500000476837
76,6.890000015497208,23.935000002384186
77,7.269999980926514,24.625
78,6.870000004768372,26.12999999523163
79,7.580000013113022,23.969999998807907
80,9.219999998807907,23.11499997973442
81,7.090000003576279,23.82499998807907
82,7.6500000059604645,23.459999978542328
83,7.219999998807907,23.530000001192093
84,6.769999980926514,25.7950000166893
85,6.709999978542328,22.88000002503395
86,6.994999974966049,23.530000001192093
87,6.755000025033951,22.814999997615814
88,7.754999995231628,23.2049999833107
89,7.265000015497208,22.94999998807907
90,7.58500000834465,24.59000000357628
91,7.020000010728836,23.634999990463257
92,7.009999990463257,24.405000001192093
93,7.395000010728836,23.37000000476837
94,6.9000000059604645,23.78499999642372
95,7.209999978542328,23.17500001192093
96,6.740000009536743,24.919999986886978
97,7.754999995231628,24.570000022649765
98,7.394999980926514,23.740000009536743
99,8.379999995231628,26.854999989271164
100,7.175000011920929,26.37000000476837
101,7.3499999940395355,26.110000014305115
102,7.155000001192093,27.084999978542328
103,6.685000002384186,25.474999994039536
104,7.0450000166893005,25.644999980926514
105,7.019999980926514,24.80000001192093
106,6.919999986886978,26.640000015497208
107,7.5250000059604645,25.23999997973442
108,6.734999984502792,24.604999989271164
109,6.564999997615814,23.850000023841858
110,7.780000001192093,23.53999999165535
111,6.870000004768372,23.41499999165535
112,6.8299999833106995,24.060000002384186
113,7.439999997615814,23.305000007152557
114,6.780000001192093,25.310000002384186
115,6.66499999165535,23.025000005960464
116,7.080000013113022,24.049999982118607
117,6.764999985694885,23.805000007152557
118,8.280000001192093,23.139999985694885
119,8.314999997615814,23.314999997615814
120,6.810000002384186,25.25
121,7.219999998807907,24.140000015497208
122,6.939999997615814,24.104999989271164
123,8.035000026226044,23.78499999642372
124,9.4549999833107,23.24500000476837
125,6.965000003576279,23.01000002026558
126,6.864999979734421,25.935000002384186
127,7.075000017881393,24.41499999165535
128,7.669999986886978,24.724999994039536
129,7.884999990463257,23.75499999523163
130,6.995000004768372,23.49500000476837
131,7.25,23.55000001192093
132,6.734999984502792,25.055000007152557
133,6.544999986886978,23.12000000476837
134,8.104999989271164,23.735000014305115
135,6.889999985694885,23.895000010728836
136,7.730000019073486,23.554999977350235
137,7.185000002384186,24.570000022649765
138,6.604999989271164,25.155000001192093
139,6.604999989271164,23.610000014305115
140,7.439999997615814,23.634999990463257
141,7.46000000834465,23.555000007152557
142,7.419999986886978,23.24500000476837
143,7.284999996423721,25.110000014305115
144,6.435000002384186,25.12999999523163
145,6.604999989271164,24.509999990463257
146,7.010000020265579,23.99500000476837
147,6.8499999940395355,24.46500000357628
148,7.194999992847443,23.479999989271164
149,6.905000001192093,22.955000013113022
150,8.655000001192093,23.87000000476837
151,6.769999980926514,24.830000013113022
152,6.495000004768372,27.685000002384186
153,6.294999986886978,23.775000005960464
154,6.879999995231628,23
155,7.465000003576279,24.969999998807907
156,9.740000009536743,24.564999997615814
157,7.194999992847443,24.12000000476837
158,7.2249999940395355,23.6700000166893
159,7.014999985694885,24.270000010728836
160,7.495000004768372,23.974999994039536
161,6.5999999940395355,26.560000002384186
162,6.685000002384186,25.67500001192093
163,6.879999995231628,23.78499999642372
164,6.685000002384186,24.459999978542328
165,7.444999992847443,25.549999982118607
